Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
28266:7	think	in between we got a group of kids, a generation of kids who --n4089cc didn't learn --n4089df to take responsibility because mom left --n4089fe to go --n408a0d get a job and dad didn't move in --n408a38 to fill the gap	but i think in between we got a group of kids, a generation of kids who --n4089cc didn't learn --n4089df to take responsibility because mom left --n4089fe to go --n408a0d get a job and dad didn't move in --n408a38 to fill the gap.		i	sw2370_s189_3	sw2370_s189_503
28271:7	think	that's happened in a lot of cases	and i think that's happened in a lot of cases.		i	sw2370_s192_3	sw2370_s192_503
28297:5	think	that was one of the main reasons that i quit --n40961a, was because i wanted my kids to have my values	i think that was one of the main reasons that i quit --n40961a, was because i wanted my kids to have my values,		i	sw2370_s209_2	sw2370_s209_503
28308:71	think	--n40a02e	but if no one does anything when they're little --n409ff7, then it's twice as hard as, i think --n40a02e, as they get older.	conditional	i	sw2370_s216_24	sw2370_s216_525
28335:48	think	--n40aa4a	some of the, some of the women's roles, i think --n40aa4a, are almost for the worse, because we're losing out on some things, --n40aa91 going back to work,		i	sw2370_s237_16	sw2370_s237_518
28336:7	think	if we can, if we can expand the men's roles at the same time, like you're taking care of your child, and your dad probably didn't very often	but i think if we can, if we can expand the men's roles at the same time, like you're taking care of your child, and your dad probably didn't very often		i	sw2370_s238_3	sw2370_s238_503
28340:5	know	mine almost never did	i know mine almost never did...		i	sw2370_s240_2	sw2370_s240_503
28355:5	seems	everything i do --n40014d is computer related	it seems everything i do --n40014d is computer related.		it	sw2372_s6_2	sw2372_s6_503
28470:5	knew	they were going --n402658 to have --n402667 to get a modem so that we could, mumblex in the decks machine so that we could, in my home, so that we could make it through this eight weeks or so	they knew they were going --n402658 to have --n402667 to get a modem so that we could, mumblex in the decks machine so that we could, in my home, so that we could make it through this eight weeks or so.		they	sw2372_s70_2	sw2372_s70_503
28594:7	think	it's called --n404d88 the desk jet	and i think it's called --n404d88 the desk jet		i	sw2372_s141_3	sw2372_s141_503
28595:33	think	they're about five hundred dollars now	and they're, you understand, i think they're about five hundred dollars now.		i	sw2372_s142_11	sw2372_s142_513
28783:5	think	they feel this is going --n4016a0 to be an effortless sweatless way, to get in shape, without having --n4016eb to spend anything --n4016fe	i think they feel this is going --n4016a0 to be an effortless sweatless way, to get in shape, without having --n4016eb to spend anything --n4016fe		i	sw2382_s42_2	sw2382_s42_503
28942:5	think	that's kind of when my husband hit the roof, because it was a, uh, thirteen thousand dollar bill --n404bc8	i think that's kind of when my husband hit the roof, because it was a, uh, thirteen thousand dollar bill --n404bc8,		i	sw2382_s142_2	sw2382_s142_503
28957:10	know	that since i was on personal leave of absence that i had been, uh, terminated --n404fff until i filed my insurance claims about four months later	i did not know that since i was on personal leave of absence that i had been, uh, terminated --n404fff until i filed my insurance claims about four months later	negation	i	sw2382_s151_4	sw2382_s151_504
28967:10	think	that you'd be coming back anyway	we didn't think that you'd be coming back anyway,	negation	we	sw2382_s159_4	sw2382_s159_504
29033:10	seen	that my, my co-dependents have turned on the hose and are getting my neighbor's fence	oh, mumblex seen that my, my co-dependents have turned on the hose and are getting my neighbor's fence.			sw2382_s201_4	sw2382_s201_504
29039:12	think	i'm going --n406e5a to go --n406e69 contact texans	but boy, i think i'm going --n406e5a to go --n406e69 contact texans.		i	sw2382_s205_5	sw2382_s205_504
29040:8	think	i am	i really think i am,		i	sw2382_s206_3	sw2382_s206_504
29058:15	think	that would be bad at all	oh, i don't think that would be bad at all.	negation	i	sw2382_s217_6	sw2382_s217_505
29098:14	think	that's the main problem at this point	and, uh, i think that's the main problem at this point.		i	sw2383_s7_6	sw2383_s7_504
29125:10	think	that if from every year when they, when they pull in the, the, the, uh, test that the last three years, you know, ten, eleven, twelve year, uh, graders take --n401813 --n40181a	um, i think that if from every year when they, when they pull in the, the, the, uh, test that the last three years, you know, ten, eleven, twelve year, uh, graders take --n401813 --n40181a,		i	sw2383_s25_4	sw2383_s25_504
29139:5	think	they get bogged --n402357 down in a lot of small issues that people, you know, special interest groups can blow --n4023b2 up, and, uh, and not really get down to teaching what --n4023f5's important	i think they get bogged --n402357 down in a lot of small issues that people, you know, special interest groups can blow --n4023b2 up, and, uh, and not really get down to teaching what --n4023f5's important.		i	sw2383_s36_2	sw2383_s36_503
29227:25	think	we both agree there's some problems there	i, uh, i think we both agree there's some problems there		i	sw2383_s88_9	sw2383_s88_509
29329:8	admit	i work with, uh, someone who --n4011de's iranian	i will admit i work with, uh, someone who --n4011de's iranian,		i	sw2395_s35_3	sw2395_s35_504
29336:10	admit	i'm reasonably skeptical also	and i will admit i'm reasonably skeptical also.		i	sw2395_s39_4	sw2395_s39_504
29402:7	thought	the generals were very interesting	and i thought the generals were very interesting.		i	sw2395_s74_3	sw2395_s74_503
29404:78	thought	all of these guys don't know what --n402b0d's going on	now when they started --n402a98 to speculate --n402aa7, i, i saw that for what is was --n402ad6, and thought all of these guys don't know what --n402b0d's going on.		is	sw2395_s75_25	sw2395_s75_530
29407:7	thought	the-, the-, they were interesting	but i thought the-, the-, they were interesting,		i	sw2395_s77_3	sw2395_s77_503
29413:8	admit	it's interesting	i will admit it's interesting.		i	sw2395_s79_3	sw2395_s79_504
29462:5	thought	that was a really unusual thing	i thought that was a really unusual thing.		i	sw2395_s109_2	sw2395_s109_503
29505:12	think	there's ever been a war that --n40525f's been so thoroughly covered --n40527a by the news	so i don't think there's ever been a war that --n40525f's been so thoroughly covered --n40527a by the news.	negation	i	sw2395_s129_5	sw2395_s129_504
29844:19	think	that's what my concern was --n40409d, was it really sure, and how they would, how they would last --n4040e0	that's i think that's what my concern was --n40409d, was it really sure, and how they would, how they would last --n4040e0.		i	sw2397_s131_6	sw2397_s131_509
29994:8	think	it's a little bit cheaper in the long run	usually i think it's a little bit cheaper in the long run,		i	sw2397_s233_3	sw2397_s233_504
30062:118	believe	--n400832	plus it, uh, has, you know, from an economic point of view it has increased our debt tremendously to the tune of somewhere on the order of five to ten billion, i believe --n400832		i	sw2399_s12_41	sw2399_s12_538
30079:84	know	we're going --n400c52 to have --n400c61	well, we, uh, me and my wife, when, when we have like extra money that we know we're going --n400c52 to have --n400c61, and we can put it in our budget --n400c8c, yeah, we'll, we'll use it.	conditional	we	sw2399_s20_28	sw2399_s20_530
30080:17	think	we paid	but like last year, i think we paid,		i	sw2399_s21_7	sw2399_s21_505
30081:5	think	it was like twenty something cents interest, on our visa	i think it was like twenty something cents interest, on our visa.		i	sw2399_s22_2	sw2399_s22_503
30086:52	think	--n401083 we used it for christmas	and i think this, this year we, uh, i think --n401083 we used it for christmas,		i	sw2399_s24_18	sw2399_s24_518
30093:31	think	we feel about the same way you do --n401433 real strongly	and, you know, we, i think we feel about the same way you do --n401433 real strongly.		i	sw2399_s29_11	sw2399_s29_511
30096:7	think	we have a couple of department stores	and i think we have a couple of department stores.		i	sw2399_s32_3	sw2399_s32_503
30118:5	know	when i travel --n401d6c, or when i used --n401d8b to travel overseas quite a bit --n401daa, what i would do --n401dc9 on my american express card is before i would, before i left i would mail a check to, to american express and, you know, have some idea of how much --n401e64 was there	i know when i travel --n401d6c, or when i used --n401d8b to travel overseas quite a bit --n401daa, what i would do --n401dc9 on my american express card is before i would, before i left i would mail a check to, to american express and, you know, have some idea of how much --n401e64 was there, you know,		i	sw2399_s45_2	sw2399_s45_503
30133:26	knew	that it was paid --n4023e6	but, uh, but i knew that it was paid --n4023e6.		i	sw2399_s52_10	sw2399_s52_508
30149:26	think	we've gone that far mumblex, --n402929 to pay it in ad-, you know, in advance before we spend it	i've, i don't think we've gone that far mumblex, --n402929 to pay it in ad-, you know, in advance before we spend it,	negation	i	sw2399_s61_9	sw2399_s61_510
30152:22	foresaw	that you were going --n402b08 to have --n402b17 to use it, that, like that	but, i guess if you foresaw that you were going --n402b08 to have --n402b17 to use it, that, like that, that may be good.	conditional	you	sw2399_s62_8	sw2399_s62_509
30174:18	remember	on one trip to france when i started --n4032b1 planning the trip --n4032c4, i think, uh, a dollar was worth nine or ten francs and just in a matter of a week or two the dollar fell against the franc, drastically	uh, for example, i remember on one trip to france when i started --n4032b1 planning the trip --n4032c4, i think, uh, a dollar was worth nine or ten francs and just in a matter of a week or two the dollar fell against the franc, drastically.		i	sw2399_s72_7	sw2399_s72_506
30307:5	think	we talked for a good eight minutes about the subject	i think we talked for a good eight minutes about the subject,		i	sw2399_s148_2	sw2399_s148_503
30308:9	think	you get ten	so, i think you get ten,		i	sw2399_s149_4	sw2399_s149_503
30309:7	think	we're okay	so i think we're okay.		i	sw2399_s150_3	sw2399_s150_503
30437:5	know	my stepfather bought my mother a little personal computer, oh, i guess --n401d9b, probably three years ago for christmas	i know my stepfather bought my mother a little personal computer, oh, i guess --n401d9b, probably three years ago for christmas,		i	sw2405_s69_2	sw2405_s69_503
30440:12	think	she's ever touched it	and i don't think she's ever touched it you know.	negation	i	sw2405_s72_5	sw2405_s72_504
30456:8	know	my boss has bought the software, um, that he can, that his checkbook is on, on on a disk	now i know my boss has bought the software, um, that he can, that his checkbook is on, on on a disk,		i	sw2405_s82_3	sw2405_s82_504
30498:20	think	in most cases i'd have --n4037b3 to say no	i, i think in most cases i'd have --n4037b3 to say no.		i	sw2405_s113_7	sw2405_s113_508
30654:45	think	it sounds better, or whatever	or people just change a, like, one word because they think it sounds better, or whatever.		they	sw2405_s211_16	sw2405_s211_515
30696:30	think	--n4083d9 they would get a lot out of it	especially when they're in school --n4083c2, i think --n4083d9 they would get a lot out of it.		i	sw2405_s238_10	sw2405_s238_512
30792:17	know	they, there must have used, been computers or something for animation this day	and i mean, i know they, there must have used, been computers or something for animation this day,		i	sw2406_s30_6	sw2406_s30_507
30872:43	think	there's some real dummies out there or something	it was really, i mean the hollywood really must think there's some real dummies out there or something.		the hollywood	sw2406_s76_14	sw2406_s76_517
30917:10	thought	an excellent one, too, was misery with kathy bates and james caan	um, i thought an excellent one, too, was misery with kathy bates and james caan.		i	sw2406_s107_4	sw2406_s107_504
30989:5	thought	the book was better than the movie	i thought the book was better than the movie,		i	sw2406_s156_2	sw2406_s156_503
30990:7	thought	the movie was really good as well	but i thought the movie was really good as well.		i	sw2406_s157_3	sw2406_s157_503
31002:21	thought	--n404a3d	but that was a good show i thought --n404a3d, you know.		i	sw2406_s165_8	sw2406_s165_507
31076:81	think	--n4060d4	i mean, hollywood, i mean they were doing their dealings with that before they even got over there, i think --n4060d4.		i	sw2406_s210_26	sw2406_s210_531
31127:10	think	we've probably	well, i think we've probably,		i	sw2406_s239_4	sw2406_s239_504
31185:72	think	--n400c7e were fair or handled --n400c95 correctly	uh, well, just over the years there were situations that, uh, uh, --n400c57 came up that i didn't think --n400c7e were fair or handled --n400c95 correctly	negation	i	sw2407_s20_25	sw2407_s20_524
31200:103	think	it's similar in, in many other states	it --n40149a was told --n4014a9 to me or suggested --n4014c0 to me, uh, that to work as a teacher in the public school systems in the state of texas, and i think it's similar in, in many other states, if you have a degree in a technical field you do not need a teaching certificate because there is such a shortage of, uh, people --n4015cb to teach math and sciences.		i	sw2407_s30_37	sw2407_s30_534
31223:13	think	that's, that's one of the big problems today is the, the way the kids behave or act --n402167 and, and the way they are sometimes disinterested in what --n40219e's going on in the class and disruptive --n4021c5	in fact, i think that's, that's one of the big problems today is the, the way the kids behave or act --n402167 and, and the way they are sometimes disinterested in what --n40219e's going on in the class and disruptive --n4021c5.		i	sw2407_s43_5	sw2407_s43_505
31247:12	think	it would be next year is what i'd read --n402f62	my god, i think it would be next year is what i'd read --n402f62.		i	sw2407_s58_5	sw2407_s58_504
31317:67	thought	it had some nice, well thought out, uh, parts to it	and while it had, you know, a few little grammatical problems, it wasn't very long and so forth. i thought it had some nice, well thought out, uh, parts to it.		i	sw2407_s104_26	sw2407_s104_519
31327:20	think	that, that harks right back to the elementary and junior high years	well, you see, i think that, that harks right back to the elementary and junior high years.		i	sw2407_s111_7	sw2407_s111_508
31340:11	think	that they should be stressing more can the kid write a thought and at an early age	i would really think that they should be stressing more can the kid write a thought and at an early age.		i	sw2407_s122_4	sw2407_s122_505
31384:7	think	that for this kid, it's going --n4074ab to be, you know, his lifesaver	but i think that for this kid, it's going --n4074ab to be, you know, his lifesaver.		i	sw2407_s150_3	sw2407_s150_503
31468:5	think	that i'm, you know, i'm on drugs	they think that i'm, you know, i'm on drugs		they	sw2421_s35_2	sw2421_s35_503
31489:22	think	there's certainly some professions that --n4021b6 ought --n4021c1 to be tested --n4021d4 because of the, of their responsibility for the public welfare, and certainly people in, uh, industries, well, the transportation industry, for spe-, uh, you know, specifically	on the other hand, um, i think there's certainly some professions that --n4021b6 ought --n4021c1 to be tested --n4021d4 because of the, of their responsibility for the public welfare, and certainly people in, uh, industries, well, the transportation industry, for spe-, uh, you know, specifically.		i	sw2421_s47_9	sw2421_s47_506
31517:5	know	this sounds like a slogan for the government	i know this sounds like a slogan for the government,		i	sw2421_s62_2	sw2421_s62_503
31580:53	thinking	that, you know, he, he's not sure if he's going --n404958 try --n404963 to commit suicide or not	i mean, he, he puts himself in the hospital fairly regularly --n404911 thinking that, you know, he, he's not sure if he's going --n404958 try --n404963 to commit suicide or not.		--n404911	sw2421_s102_18	sw2421_s102_519
31602:44	think	--n4053c8	what limits --n405387 ought --n405392 to be put --n4053a5 on it, do you think --n4053c8.	question	you	sw2421_s115_15	sw2421_s115_516
31604:34	think	--n4054b3	well, the limits, uh, uh, would, i think --n4054b3, have --n4054c2 to do with what i'd alluded to --n4054e9 before, that there needs --n405508 to be a further, um, that, that one positive on a drug test, would not constitute, uh, dismissal or grounds for whatever the company or agency might, uh, have --n4055ab set up for those who --n4055c6 genuinely have a problem.		i	sw2421_s116_13	sw2421_s116_510
31634:14	think	that there doesn't need --n40624c to be fuel to the fire for discrimination	but, um, i think that there doesn't need --n40624c to be fuel to the fire for discrimination		i	sw2421_s134_6	sw2421_s134_504
31646:10	think	that's what i was about --n4067ec to say --n4067fb is that everyone needs --n406812 to be tested --n406825	personally, i think that's what i was about --n4067ec to say --n4067fb is that everyone needs --n406812 to be tested --n406825.		i	sw2421_s141_4	sw2421_s141_504
31693:10	think	we	i think we, i think we did pretty good.		i	sw2421_s166_3	sw2421_s166_506
31693:27	think	we did pretty good	i think we, i think we did pretty good.		i	sw2421_s166_9	sw2421_s166_512
31730:5	think	you're	i think you're,		i	sw2423_s10_2	sw2423_s10_503
31766:11	seems	it goes wrong when you try --n400dbc to do something --n400dcf	because it always seems it goes wrong when you try --n400dbc to do something --n400dcf.		it	sw2423_s33_4	sw2423_s33_505
31815:22	remember	that it was on into may	and i, i remember that it was on into may before it really started --n401c64 warming up,		i	sw2423_s65_8	sw2423_s65_508
31945:30	realized	that it was eucalyptus	and then one day i, i realized that it was eucalyptus.		i	sw2423_s145_11	sw2423_s145_510
31971:35	think	it's the greatest stuff in the world	but, uh, it's, yeah, i think it's the greatest stuff in the world, though.		i	sw2423_s162_13	sw2423_s162_511
31997:7	see	your fathers do it	and you see your fathers do it,		you	sw2423_s182_3	sw2423_s182_503
32061:19	think	he goofs too much	and, uh, i don't think he goofs too much,	negation	i	sw2423_s222_8	sw2423_s222_505
32099:10	think	in a place where it's really cold --n407cea they do it in the fall, let them winter you know, through the fall	mostly, i think in a place where it's really cold --n407cea they do it in the fall, let them winter you know, through the fall,		i	sw2423_s249_4	sw2423_s249_504
32367:27	think	i'll do it again	and i, i don't think i'll do it again.	negation	i	sw2427_s95_10	sw2427_s95_509
32429:18	admit	i don't, i do my own yard	i'll have --n40335f to admit i don't, i do my own yard.		--n40335f	sw2427_s130_6	sw2427_s130_508
32544:29	think	it's coming up here soon	and, uh, i, i think it's coming up here soon.		i	sw2427_s190_11	sw2427_s190_509
32546:5	believe	it is	i believe it is too.		i	sw2427_s191_2	sw2427_s191_503
33076:15	think	it would probably depend on whether this was a formal --n4008de or a informal --n4008f1 dinner party	well, um, i think it would probably depend on whether this was a formal --n4008de or a informal --n4008f1 dinner party.		i	sw2429_s14_6	sw2429_s14_505
33149:5	think	for a dinner party	i think for a dinner party		i	sw2429_s59_2	sw2429_s59_503
33202:77	think	that that really helps	and also to get totally off the subject of crawfish lots of vegetables and hors d'oeuvres and stuff like that for a dinner party i think that that really helps		i	sw2429_s92_27	sw2429_s92_526
33418:5	think	i'm going --n407211 to have --n407220 to keep that in mind for my future	i think i'm going --n407211 to have --n407220 to keep that in mind for my future because i hope --n407253 to have to have lots of dinner parties cause i like --n407286 to		i	sw2429_s208_2	sw2429_s208_503
33465:21	think	we've covered the subject	well i i think we've covered the subject		i	sw2429_s231_7	sw2429_s231_509
33608:16	think	you better call an orthopedist	and he said, i think you better call an orthopedist.		i	sw2433_s84_6	sw2433_s84_506
33714:8	notice	in aerobics a lot of the women that --n4043f1 don't look like they shouldn't be doing certain things	because i notice in aerobics a lot of the women that --n4043f1 don't look like they shouldn't be doing certain things		i	sw2433_s152_3	sw2433_s152_504
33738:25	think	it's healthy	i mean, and i just don't think it's healthy	negation	i	sw2433_s166_9	sw2433_s166_509
33870:15	think	i've ever	i don't think i've ever, i think i've,	negation	i	sw2433_s250_5	sw2433_s250_507
33870:38	think	i've	i don't think i've ever, i think i've,		i	sw2433_s250_13	sw2433_s250_515
33902:5	thought	maybe one of these days i'll drive over there and check it out	i thought maybe one of these days i'll drive over there and check it out.		i	sw2433_s273_2	sw2433_s273_503
34006:9	think	they need that	and, i think they need that.		i	sw2434_s13_4	sw2434_s13_503
34025:7	thought	that was really good	and i thought that was really good.		i	sw2434_s25_3	sw2434_s25_503
34026:7	think	if they, uh	and i think if they, uh,		i	sw2434_s26_3	sw2434_s26_503
34073:79	think	you, you're going --n4021d8 to have some idea as to what you're going --n402207 to do --n402216 with it	because if, if you're going --n402176 to go --n402185 buy something, uh, uh, of that nature, i think you, you're going --n4021d8 to have some idea as to what you're going --n402207 to do --n402216 with it.	conditional	i	sw2434_s51_27	sw2434_s51_527
34079:38	think	they ought --n4026ff to have a waiting period on all firearms	i, i, at times i think they ought --n4026ff to have a waiting period on all firearms.		i	sw2434_s56_14	sw2434_s56_515
34091:5	think	you could recover from a pistol but not from a shotgun	i think you could recover from a pistol but not from a shotgun.		i	sw2434_s65_2	sw2434_s65_503
34127:5	think	it was a three fifty-seven	i think it was a three fifty-seven.		i	sw2434_s88_2	sw2434_s88_503
34169:26	see	somehow they tie the legislation into not only when you buy a weapon --n404917 you have to, uh, show that you've gone to school or gone to some class to know how to handle that weapon --n40498e	in fact, i'd like --n4048d0 to see somehow they tie the legislation into not only when you buy a weapon --n404917 you have to, uh, show that you've gone to school or gone to some class to know how to handle that weapon --n40498e.		--n4048d0	sw2434_s117_9	sw2434_s117_510
34213:7	believe	there ought --n405c0e to be legislation guiding the, uh, buyer and the seller	do you believe there ought --n405c0e to be legislation guiding the, uh, buyer and the seller.	question	you	sw2434_s146_3	sw2434_s146_503
34214:23	believe	that you ought --n405d1b to be able --n405d2e to sell your system, uh, because you own it	and, or do you believe that you ought --n405d1b to be able --n405d2e to sell your system, uh, because you own it.	question	you	sw2434_s147_9	sw2434_s147_507
34218:14	think	there ought --n405f1e to be some rule against it	but, uh, i think there ought --n405f1e to be some rule against it.		i	sw2434_s149_6	sw2434_s149_504
34248:10	think	you have --n406890 to register a shotgun	i don't think you have --n406890 to register a shotgun.	negation	i	sw2434_s166_4	sw2434_s166_504
34250:25	think	it's, it's voluntary	um, i, i think it's, it's voluntary.		i	sw2434_s167_9	sw2434_s167_509
34362:7	think	the federal government is, uh, is really far away from, uh, uh, control	and i think the federal government is, uh, is really far away from, uh, uh, control.		i	sw2434_s237_3	sw2434_s237_503
34411:60	thought	i would be	but i was a lot, i was a lot more impressed with her than i thought i would be.		i	sw2435_s16_20	sw2435_s16_522
34505:5	think	that's important	i think that's important		i	sw2435_s76_2	sw2435_s76_503
34569:5	think	he did an excellent job in --n4035cc not being too much of a cop	i think he did an excellent job in --n4035cc not being too much of a cop.		i	sw2435_s118_2	sw2435_s118_503
34587:14	thought	he did such an excellent job of not going that far	and, uh, i thought he did such an excellent job of not going that far.		i	sw2435_s128_6	sw2435_s128_504
34601:21	thought	--n4040a5	and i guess that i thought --n4040a5 was a real good acting and writing job both --n4040d0, you know, because i think, or directing job.		i	sw2435_s136_7	sw2435_s136_510
34602:5	think	they did a real good job of that	i think they did a real good job of that.		i	sw2435_s137_2	sw2435_s137_503
34606:16	think	--n40430b is who it was --n404322	and james woods, i think --n40430b is who it was --n404322, did an excellent job as the cop.		i	sw2435_s139_6	sw2435_s139_506
34631:5	thought	that would be one of those that i would love --n404cc8 to watch --n404cd7 over and over	i thought that would be one of those that i would love --n404cc8 to watch --n404cd7 over and over.		i	sw2435_s155_2	sw2435_s155_503
34841:5	think	my daughter would like it	you think my daughter would like it.	question	you	sw2435_s280_2	sw2435_s280_503
34863:7	know	they're fake	and i know they're fake.		i	sw2435_s292_3	sw2435_s292_503
34874:7	think	it's an excellent movie for	and i think it's an excellent movie for,		i	sw2435_s300_3	sw2435_s300_503
34875:33	think	--n408e23 it'll work pretty good	if, if she enjoys movies i think --n408e23 it'll work pretty good.	conditional	i	sw2435_s301_11	sw2435_s301_513
34915:40	think	--n409965	and the idea that they may put a little extra in it i think --n409965 is a good idea.		i	sw2435_s325_14	sw2435_s325_514
34925:40	think	--n409bcb	and so the idea of getting a little extra with it i think --n409bcb is a good idea. because they, they make bundles of money off those things.		i	sw2435_s331_14	sw2435_s331_515
34975:5	think	when you're in college --n400a73 you kind of, you have more of a regular schedule in terms of, you can watch every week	i think when you're in college --n400a73 you kind of, you have more of a regular schedule in terms of, you can watch every week.		i	sw2436_s18_2	sw2436_s18_503
35112:77	think	that, you know, we enjoy that kind of stuff	i don't understand why, first of all, the public puts up with it --n4037bb. second of all, why the networks think that, you know, we enjoy that kind of stuff --n403812.		the networks	sw2436_s102_26	sw2436_s102_527
35116:21	believe	that nobody can be any more creative than that	it --n4039da's hard to believe that nobody can be any more creative than that.			sw2436_s104_7	sw2436_s104_510
35160:18	think	--n404bd0	the children's program i think --n404bd0 at the time was called --n404beb what --n404bf6's new.		i	sw2436_s132_6	sw2436_s132_508
35258:29	think	it's on tonight	in fact, it's, i think it's on tonight.		i	sw2436_s195_10	sw2436_s195_511
35303:5	think	it's come around again	i think it's come around again.		i	sw2436_s224_2	sw2436_s224_503
35428:10	think	he got a real good deal	and so i think he got a real good deal.		i	sw2439_s33_4	sw2439_s33_504
35433:23	think	it's a pretty good option	so it's, i think it's a pretty good option.		i	sw2439_s36_8	sw2439_s36_509
35557:25	think	my car	i just about could really because i think my car,		i	sw2439_s108_9	sw2439_s108_510
35568:23	think	that's true	i, i would think that's true.		i	sw2439_s114_8	sw2439_s114_509
35700:20	think	trading it in, they just use that as additional	i, i think trading it in, they just use that as additional,		i	sw2439_s191_7	sw2439_s191_508
35709:5	think	you're right	i think you're right.		i	sw2439_s197_2	sw2439_s197_503
35747:109	knew	i was going --n40725a to be able --n40726d to get it for --n407284 in arlington	but i, i guess i got a pretty good deal, because i went back to the town north mazda right off central and offered them the same price as what i knew i was going --n40725a to be able --n40726d to get it for --n407284 in arlington		i	sw2439_s220_38	sw2439_s220_536
35765:53	knew	they were going --n40792d to pull it from town north	and what --n4078e2's so funny, they took the car, they, i knew they were going --n40792d to pull it from town north because that's where the white one was --n40796c.		i	sw2439_s230_19	sw2439_s230_519
35845:65	think	that all young kids ought --n4002c2 to do a stint, uh, primarily in the military	i've, i've always felt for a long time that i, i think that all young kids ought --n4002c2 to do a stint, uh, primarily in the military.		i	sw2441_s5_22	sw2441_s5_523
35873:10	think	it's a bad idea	i don't think it's a bad idea,	negation	i	sw2441_s21_4	sw2441_s21_504
36007:26	think	it was on paul harvey's, uh, radio segment, that he said that if the money that --n4030d8 goes into welfare each year was --n4030f7 to be given --n40310a directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars --n403169	what i hear --n403069 one time, i think it was on paul harvey's, uh, radio segment, that he said that if the money that --n4030d8 goes into welfare each year was --n4030f7 to be given --n40310a directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars --n403169.		i	sw2441_s101_9	sw2441_s101_510
36124:5	think	that if, uh, young people had service to the country might give them more ambition. because they learn that serving other people is a good thing	i think that if, uh, young people had service to the country might give them more ambition. because they learn that serving other people is a good thing.		i	sw2441_s176_2	sw2441_s176_503
36149:20	know	why they do it --n405d56 is so they can get them out of the house	well, you know, you know why they do it --n405d56 is so they can get them out of the house.		you	sw2441_s190_7	sw2441_s190_508
36161:25	think	the public school systems are in trouble	one of the other subjects is do you think the public school systems are in trouble.	question	you	sw2441_s198_9	sw2441_s198_509
36291:12	think	we ever will	and i don't think we ever will.	negation	i	sw2441_s282_5	sw2441_s282_504
36312:5	think	youngsters ought --n4092ed to go out and do some public service	i think youngsters ought --n4092ed to go out and do some public service,		i	sw2441_s295_2	sw2441_s295_503
36337:5	think	they ought --n409826 to take them and, i don't know, just have sort of like a, a, a manpower pool and say okay, look, we need somebody	i think they ought --n409826 to take them and, i don't know, just have sort of like a, a, a manpower pool and say okay, look, we need somebody...		i	sw2441_s310_2	sw2441_s310_503
36452:5	think	you really have --n401f82 to be disciplined	i think you really have --n401f82 to be disciplined.		i	sw2442_s73_2	sw2442_s73_503
36457:7	think	you really have --n402159 to, at least twice a week, just --n402188 to maintain the shape that you're in --n4021af	and i think you really have --n402159 to, at least twice a week, just --n402188 to maintain the shape that you're in --n4021af.		i	sw2442_s76_3	sw2442_s76_503
36460:15	think	they said --n402307 you need --n402316 to walk at least twelve miles a week for it to be aerobically beneficial	with the walking, i think they said --n402307 you need --n402316 to walk at least twelve miles a week for it to be aerobically beneficial.		i	sw2442_s78_6	sw2442_s78_505
36481:51	know	it's good for me	you know, i usually do it because i want --n402d47 to, because i know it's good for me, not because,		i	sw2442_s91_16	sw2442_s91_521
36515:8	think	it made parts of it a lot easier	well i think it made parts of it a lot easier.		i	sw2442_s115_3	sw2442_s115_504
36522:7	think	parts of it made a lot easier	but i think parts of it made a lot easier.		i	sw2442_s120_3	sw2442_s120_503
36533:25	thought	it would be	but it's not as bad as i thought it would be,		i	sw2442_s129_9	sw2442_s129_509
36534:7	think	the exercise helped	and i think the exercise helped.		i	sw2442_s130_3	sw2442_s130_503
36572:5	think	we've talked about six minutes or so	i think we've talked about six minutes or so.		i	sw2442_s157_2	sw2442_s157_503
36730:5	know	that i said, that's	i know that i said, that's,		i	sw2445_s104_2	sw2445_s104_503
36793:14	think	in an area that --n404f64's really thick with mosquitoes	but, um, i think in an area that --n404f64's really thick with mosquitoes,		i	sw2445_s156_6	sw2445_s156_504
36816:14	think	camping	so, i don't think camping,	negation	i	sw2445_s173_6	sw2445_s173_504
36918:25	think	some people that --n4079dc had fairly sturdy, um, vehicles or whatever if they had like a winnebago or something and they were farther in away from the water, i think they stayed	i mean some, i think some people that --n4079dc had fairly sturdy, um, vehicles or whatever if they had like a winnebago or something and they were farther in away from the water, i think they stayed.		i	sw2445_s244_8	sw2445_s244_511
36918:128	think	they stayed	i mean some, i think some people that --n4079dc had fairly sturdy, um, vehicles or whatever if they had like a winnebago or something and they were farther in away from the water, i think they stayed.	conditional	i	sw2445_s244_43	sw2445_s244_545
36925:5	know	i always i like mumblex --n407df2 to get right on the water	i know i always i like mumblex --n407df2 to get right on the water,		i	sw2445_s248_2	sw2445_s248_503
36958:5	think	they are more of a threat to their own people at this day and time	i think they are more of a threat to their own people at this day and time.		i	sw2451_s3_2	sw2451_s3_503
36964:10	think	their biggest problem is just, you know, obtaining food to live --n4003a2	um, i think their biggest problem is just, you know, obtaining food to live --n4003a2,		i	sw2451_s8_4	sw2451_s8_504
