Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
39137:14	think	if i just would be, if i'd do something, be motivated enough --n406355 to do something, i think it would work out well	so, um, i think if i just would be, if i'd do something, be motivated enough --n406355 to do something, i think it would work out well.		i	sw2469_s202_6	sw2469_s202_504	0.240000000000009	1	0	0	70	2	30	5.00312500000001	5.13862499999999					
39202:51	think	an apartment is big enough for a dog	but since i'm in an apartment, i just, i don't think an apartment is big enough for a dog.	negation	i	sw2469_s244_18	sw2469_s244_517	0.229999999999961	1	0	0	110	3	31	6.40649999999999	6.40649999999999					
39209:10	think	dogs need, need --n4079a5 to be outside	but i just think dogs need, need --n4079a5 to be outside, though.		i	sw2469_s249_4	sw2469_s249_504	0.210000000000036	1	0	0	112	16	24	5.34612500000009	5.59475000000003					
39243:14	think	we probably reached our time limit	but, well, i think we probably reached our time limit.		i	sw2469_s270_6	sw2469_s270_504	0.206500000000005	1	0.135625000000005	0	95	3	7	1.52712500000007	1.66275000000007					
39294:25	think	--n400635 one of my favorite things is baked chicken and white wine	uh, well for a dinner party, i think --n400635 one of my favorite things is baked chicken and white wine.		i	sw2472_s19_10	sw2472_s19_507	0.710000000000001	1	0	0	12	9	14	3.06	3.06					
39392:37	think	you can go wrong with something like that	well, i just, i just don't think you can go wrong with something like that.	negation	i	sw2472_s74_13	sw2472_s74_513	0.179999999999978	1	0	0	41	7	16	2.97	2.97					
39592:5	think	we'll try --n404c95 to do something a little bit	i think we'll try --n404c95 to do something a little bit,		i	sw2472_s189_2	sw2472_s189_503	0.281124999999975	1	0	0	106	6	7	1.32999999999998	1.32999999999998					
39704:10	think	it would	i don't think it would.	negation	i	sw2472_s252_4	sw2472_s252_504	0.160000000000025	1	0	0	147	5	7	1.42174999999997	1.42174999999997					
39848:10	think	i've ever seen them nationally on basketball	i don't think i've ever seen them nationally on basketball.	negation	i	sw2477_s18_4	sw2477_s18_504	0.180000000000007	1	0	0	6	7	16	2.64525	2.64525					
39892:31	know	it's really easy to say --n4011ca	um, as far as college teams, uh, i know it's really easy to say --n4011ca,		i	sw2477_s42_12	sw2477_s42_509	0.189999999999998	1	0	0	17	3	24	5.88412500000001	6.06862500000001					
39927:42	think	they were better than everybody else	they just didn't seem, they seemed --n401e8b to think they were better than everybody else		--n401e8b	sw2477_s65_14	sw2477_s65_516	0.200000000000003	1	0	0	32	4	22	3.777625	3.777625					
39969:38	seemed	--n4029a0	they shut all that down and made them play half court it seemed --n4029a0		it	sw2477_s92_13	sw2477_s92_514	0.419999999999987	1	0	0	49	12	13	2.76049999999998	2.76049999999998					
39996:21	think	that, that probably was the difference in that game	i think, i think that, that probably was the difference in that game.		i	sw2477_s111_7	sw2477_s111_509	0.210000000000008	1	0	0	56	4	14	3.28887499999999	3.28887499999999					
40022:12	think	he's really been a super star for them	but i don't think he's really been a super star for them.	negation	i	sw2477_s125_5	sw2477_s125_504	0.189999999999998	1	0	0	65	4	12	2.331625	2.331625					
40041:5	think	magic does a	i think magic does a,		i	sw2477_s137_2	sw2477_s137_503	0.169999999999987	1	0	0	62	2	6	0.97999999999999	0.97999999999999					
40055:5	think	that's going --n4043f4 to be one of those that --n404413's, uh, that --n40442e's won --n40443d by the home team	i think that's going --n4043f4 to be one of those that --n404413's, uh, that --n40442e's won --n40443d by the home team, you know,		i	sw2477_s145_2	sw2477_s145_503	0.194500000000005	1	0	0	65	2	12	2.17112499999999	2.17112499999999					
40059:45	think	--n40461a	whoever --n4045d8 has home court advantage is going --n4045f7 to win that one i think --n40461a.		i	sw2477_s147_15	sw2477_s147_517	0.218250000000012	1	0	8.04599999999999	66	26	26	3.95400000000004	3.95400000000004					
40127:79	think	--n405ace	san antonio, san antonio is the dark horse that --n405a9b could, could really flip in there, i think --n405ace.		i	sw2477_s185_27	sw2477_s185_527	0.319999999999993	1	0	1.37850000000003	101	5	5	1.01887499999998	1.01887499999998					
40172:10	thought	he was gone	well, i thought he was gone period.		i	sw2477_s211_4	sw2477_s211_504	0.260000000000048	1	0	0	91	6	26	4.782625	4.782625					
40258:10	think	there's any clear pick	i don't think there's any clear pick, you know.	negation	i	sw2477_s266_4	sw2477_s266_504	0.140000000000043	1	0.279999999999973	0	136	1	4	0.549000000000035	0.549000000000035					
40388:10	noticed	they're always like a family owned center where the mother and the daughter and the son run it --n401423, you know, kind of thing	have you ever noticed they're always like a family owned center where the mother and the daughter and the son run it --n401423, you know, kind of thing.	question	you	sw2479_s58_4	sw2479_s58_504	0.340000000000003	2	0	0	18	14	26	4.75	4.75					
40409:27	know	--n401a47	or you wouldn't have him there, i know --n401a47,		i	sw2479_s72_10	sw2479_s72_509	0.272625000000005	1	0	0	30	15	16	2.20225000000001	2.36562500000001					
40563:5	think	i can leave them home	i think i can leave them home,		i	sw2479_s169_2	sw2479_s169_503	0.300000000000011	1	0	0	70	2	26	5.24087499999999	5.24087499999999					
40662:19	think	they were fine	and, you know, i think they were fine,		i	sw2479_s227_7	sw2479_s227_507	0.239999999999952	1	0	0	107	5	10	2.46575000000001	2.46575000000001					
40712:58	know	your son's too young right now	so, another thing that we tried --n4071ee to do --n4071fd, i, i know your son's too young right now, but we're trying, we tried --n407268 to sign him up for after school scouts and, stuff like that		i	sw2479_s256_20	sw2479_s256_522	0.230000000000018	1	0	0	125	13	35	6.94600000000003	6.94600000000003					
40719:5	think	that's really important	i think that's really important,		i	sw2479_s260_2	sw2479_s260_503	0.189999999999998	1	0	0	66	2	19	3.26287500000001	3.26287500000001					
40863:7	think	that really makes a difference	and i think that really makes a difference.		i	sw2479_s341_3	sw2479_s341_503	0.25	1	0	0	156	17	54	9.98649999999998	10.1091249999999					
41188:10	think	my family is as big as your husband's	i don't think my family is as big as your husband's.	negation	i	sw2485_s120_4	sw2485_s120_504	0.129999999999995	1	0	0	49	7	15	2.22412500000002	2.22412500000002					
41189:10	think	we'd need a whole church	i don't think we'd need a whole church,	negation	i	sw2485_s121_4	sw2485_s121_504	0.190000000000026	1	0	0	51	3	10	1.92000000000002	1.92000000000002					
41197:19	think	it would get kind of expensive	so it, i think it would get kind of expensive.		i	sw2485_s127_7	sw2485_s127_507	0.280000000000001	1	0	0	55	29	37	6.91862499999999	6.91862499999999					
41341:14	think	that was as good	but, i didn't think that was as good. because, it was like, you know, you couldn't really talk and stuff, like you could when, you were at the lake, or somewhere, you know, where you were out.	negation	i	sw2485_s204_6	sw2485_s204_504	0.189999999999998	1	0	0	109	5	40	7.56150000000002	7.56150000000002					
41388:5	think	there was four or five different people, that --n406c71 would call, you know, some of them, if they didn't have their addresses and all on them	i think there was four or five different people, that --n406c71 would call, you know, some of them, if they didn't have their addresses and all on them,		i	sw2485_s230_2	sw2485_s230_503	0.25	1	0	0	118	2	9	2.37124999999997	2.37124999999997					
41511:20	think	it was like, it was like --n408e7c	and they charged us, i think it was like, it was like --n408e7c five or six dollars, i can't remember exactly, you know, that we paid --n408ec7 for the book to be printed --n408ee6.		i	sw2485_s297_7	sw2485_s297_508	0.230000000000018	1	0	0	152	10	13	2.42000000000002	2.42000000000002					
41566:8	remember	they had some funny stories	i just remember they had some funny stories,		i	sw2485_s331_3	sw2485_s331_504	0.360000000000014	3	0	0	152	8	24	4.18325000000004	4.18325000000004					
41599:5	know	many people are co-, very comfortable in the classroom and what have --n40055e you --n400569 wearing pants	i know many people are co-, very comfortable in the classroom and what have --n40055e you --n400569 wearing pants.		i	sw2486_s13_2	sw2486_s13_503	0.25	1	0	0	6	7	29	6.2975	6.2975					
41636:7	think	that does make a difference	and i think that does make a difference,		i	sw2486_s34_3	sw2486_s34_503	0.193375000000003	1	0	0	13	3	20	5.527625	5.625625					
41637:55	think	--n40158e you, the, the tendency there is to wear dresses and suits and, and, uh, more classical style of clothing	because when you do have --n401550 to be in front of people --n40156f, uh, i think --n40158e you, the, the tendency there is to wear dresses and suits and, and, uh, more classical style of clothing.		i	sw2486_s35_18	sw2486_s35_521	0.340000000000003	1	0	0	14	3	20	5.16125	5.27325					
41753:5	think	there should be individuality in dressing	i think there should be individuality in dressing.		i	sw2486_s105_2	sw2486_s105_503	0.259999999999991	1	0	0	40	9	22	4.27999999999997	4.27999999999997					
41768:33	think	that you have --n4044b7 to be manish and extremely tailored --n4044d6 to, to look professional	well, i, and i don't think that you have --n4044b7 to be manish and extremely tailored --n4044d6 to, to look professional.	negation	i	sw2486_s114_13	sw2486_s114_512	0.220000000000027	1	0	0	43	6	11	2.17025000000001	2.17025000000001					
41773:5	think	that you, you make of that what you wish --n40468e	i think that you, you make of that what you wish --n40468e		i	sw2486_s117_2	sw2486_s117_503	0.283124999999984	1	0	0	45	2	15	3.892	4.12762500000002					
41840:7	think	that's good because it does allow people to be individual	and i think that's good because it does allow people to be individual		i	sw2486_s155_3	sw2486_s155_503	0.230000000000018	1	0	0	77	13	36	5.87624999999997	6.12487499999997					
41846:10	think	you may be more productive if you're comfortable with what you're wearing --n4066ab and can be, be, feel more relaxed	and sometimes i think you may be more productive if you're comfortable with what you're wearing --n4066ab and can be, be, feel more relaxed.		i	sw2486_s159_4	sw2486_s159_504	0.230000000000018	1	0	0	78	29	30	5.78212500000001	5.95212500000002					
41851:71	know	i have --n406b24 to meet with a customer later during the day	and, you know, like when i'm writing training material --n406ae2, i prefer --n406af5 to be more comfortable unless i know i have --n406b24 to meet with a customer later during the day.		i	sw2486_s162_24	sw2486_s162_525	0.129999999999995	1	0	0	84	14	29	3.93774999999999	3.93774999999999					
41857:8	know	there's a lot of companies that --n406e13 are very strict about what the employees wear --n406e3a	i do know there's a lot of companies that --n406e13 are very strict about what the employees wear --n406e3a		i	sw2486_s166_3	sw2486_s166_504	0.149999999999977	1	0	0	86	13	24	4.43462499999998	4.63					
41883:26	think	that's sad because that doesn't allow for any individuality	and, uh, and i think that's sad because that doesn't allow for any individuality.		i	sw2486_s183_10	sw2486_s183_508	0.205749999999966	1	0	0	85	15	34	6.65812499999993	6.75					
41926:5	think	it's justified	i think it's justified.		i	sw2488_s10_2	sw2488_s10_503	0.209999999999997	1	0	0	11	2	6	1.29	1.29					
41936:5	think	it should be in other cases other than just shooting a policeman	i think it should be in other cases other than just shooting a policeman.		i	sw2488_s16_2	sw2488_s16_503	0.220000000000002	1	0	0	13	2	10	1.977875	1.977875					
41942:15	think	they're doing their duty	i mean, i think they're doing their duty,		i	sw2488_s20_5	sw2488_s20_507	0.240000000000002	1	0	0	15	4	27	4.2345	4.2345					
41943:7	think	if they're going --n400973 to come out and kill somebody else then they deserve it	but i think if they're going --n400973 to come out and kill somebody else then they deserve it.		i	sw2488_s21_3	sw2488_s21_503	0.239999999999995	1	0	0	15	13	27	4.2345	4.2345					
41963:112	think	that, um, capital punishment ought --n4012df to apply to drug dealers	and one of the things, the questions the other day, this last paper, and i haven't seen the results of it, i'm anxious --n4012a0 to, was do you think that, um, capital punishment ought --n4012df to apply to drug dealers. which i thought --n40130e was a real interesting question.	question	you	sw2488_s36_40	sw2488_s36_535	0.320000000000007	1	0	0	14	34	50	10.043375	10.223375					
41963:162	thought	--n40130e was a real interesting question	and one of the things, the questions the other day, this last paper, and i haven't seen the results of it, i'm anxious --n4012a0 to, was do you think that, um, capital punishment ought --n4012df to apply to drug dealers. which i thought --n40130e was a real interesting question.	question	i	sw2488_s36_57	sw2488_s36_551	0.239999999999995	1	0	0	15	3	12	2.34999999999999	2.34999999999999					
41993:15	think	that's what it's going --n401c7c to take --n401c8b, though	you know, i think that's what it's going --n401c7c to take --n401c8b, though.		i	sw2488_s54_5	sw2488_s54_507	0.180000000000007	1	0	0	20	4	12	1.69	1.69					
42004:5	think	you're right	i think you're right.		i	sw2488_s62_2	sw2488_s62_503	0.299999999999997	1	0	0	34	4	6	1.5	1.5					
42034:5	think	they said forty-one --n4028fb had been shot --n40290e out of one church in the last year	i think they said forty-one --n4028fb had been shot --n40290e out of one church in the last year.		i	sw2488_s78_2	sw2488_s78_503	0.150000000000006	1	0	0	41	2	6	0.840000000000003	0.840000000000003					
42046:20	think	to be, you know being convicted --n402e19 is one thing	i, i think to be, you know being convicted --n402e19 is one thing, you know,		i	sw2488_s87_7	sw2488_s87_508	0.319999999999993	1	0	0	34	5	7	1.34212500000001	1.34212500000001					
42148:5	think	there's a point	i think there's a point,		i	sw2488_s157_2	sw2488_s157_503	0.230000000000018	1	0	0	63	8	14	2.40162499999997	2.40162499999997					
42167:21	think	it was the south east area, from dallas	it was, i think it was the south east area, from dallas.		i	sw2488_s169_7	sw2488_s169_509	0.340000000000032	1	0	0	74	4	9	1.993875	1.993875					
42190:68	think	it's the same person	men --n405b4c breaking in, uh, to houses and taking, or a man, they, they think it's the same person, taking, uh, little girls right straight out of their beds at night. and, ku-, you know, breaking in, obviously watching them in the house, because they're breaking into the right window, you know, the little girl's bedroom. and taking them out, putting them in a car and driving them out and taking them out and molesting them and then bringing them back and throwing them back in their own front yards.		they	sw2488_s183_24	sw2488_s183_524	0.189999999999998	1	0	0	73	17	22	5.13000000000005	5.29000000000002					
42211:10	think	there's been	i think there's been, i think there's been like six or seven of them, over the last like probably eight or nine months.		i	sw2488_s192_3	sw2488_s192_506	0.810000000000002	1	0	0	77	7	9	2.59000000000003	2.59000000000003					
42211:33	think	there's been like six or seven of them, over the last like probably eight or nine months	i think there's been, i think there's been like six or seven of them, over the last like probably eight or nine months.		i	sw2488_s192_11	sw2488_s192_514	0.170000000000016	1	0	0	78	2	19	3.49000000000001	3.49000000000001					
42234:41	know	this, the, the kid was gone	so the parent, you know, these parents didn't know this, the, the kid was gone until the kid is knocking on the door --n406ab6 screaming, let me in.	negation	these parents	sw2488_s205_15	sw2488_s205_513	0.0600000000000023	1	0	0	85	8	36	6.85675000000009	7.09675000000004					
42477:5	think	it would be worth it	i think it would be worth it		i	sw2488_s357_2	sw2488_s357_503	0.210000000000036	1	0	0	149	2	7	1.21012499999995	1.21012499999995					
42481:45	think	it was on forty-eight hours	and, you know, they were like in a, i think it was on forty-eight hours.		i	sw2488_s360_15	sw2488_s360_517	0.159999999999968	1	0	0	145	7	14	2.11000000000001	2.19000000000005					
42503:21	think	that's a dumb, situation	and, and i think that's a dumb, situation.		i	sw2490_s12_8	sw2490_s12_507														
42529:5	think	there's a check for mumblex felonies, on your record	i think there's a check for mumblex felonies, on your record.		i	sw2490_s27_2	sw2490_s27_503														
42542:17	think	--n401455	that's true, i think --n401455,		i	sw2490_s35_6	sw2490_s35_507	0.247	1	0	2.816	11	14	14	2.67874999999999	2.67874999999999					
42553:10	think	they're going --n401969 to go to a gun store or pawn shop and get it the right way when there's a check --n4019c0	i don't think they're going --n401969 to go to a gun store or pawn shop and get it the right way when there's a check --n4019c0,	negation	i	sw2490_s42_4	sw2490_s42_504	0.159999999999997	1	0	0	17	5	11	1.559	1.559					
42554:5	think	they're going --n401aee to go out and find it someway, individual sale or something like that	i think they're going --n401aee to go out and find it someway, individual sale or something like that.		i	sw2490_s43_2	sw2490_s43_503	0.189999999999998	1	0	0	18	18	38	7.07199999999999	7.22262499999999					
42565:22	think	the guy who --n401e8f's going --n401e9e to rob a seven eleven, is going --n401ec5 to rob a seven eleven whether he has a gun or a knife, baseball bat, or, you know, whatever	like i say, i don't think the guy who --n401e8f's going --n401e9e to rob a seven eleven, is going --n401ec5 to rob a seven eleven whether he has a gun or a knife, baseball bat, or, you know, whatever,	negation	i	sw2490_s51_8	sw2490_s51_508														
42577:23	think	it makes honest people more honest	i, i just think it makes honest people more honest		i	sw2490_s58_8	sw2490_s58_509	0.159999999999997	1	0	0	24	6	16	2.872125	2.962125					
42638:24	think	that you may be shot for --n403402 holding one	and that's kind of scary to think that you may be shot for --n403402 holding one.			sw2490_s95_9	sw2490_s95_509	0.280000000000001	1	0	0	42	18	19	3.7655	3.7655					
42671:55	think	it's --n403db3	and, you know, you know, there was a law in, i think it's --n403db3 in oregon, where they've now made all toy guns --n403de6,		i	sw2490_s113_18	sw2490_s113_521														
42702:5	think	they ought --n40449c to do that with toy guns	i think they ought --n40449c to do that with toy guns,		i	sw2490_s132_2	sw2490_s132_503														
42743:26	think	it kind of took that uh, neatness away from it	and, uh, and i think it kind of took that uh, neatness away from it, you know,		i	sw2490_s160_10	sw2490_s160_508	0.25	1	0	0	73	3	9	1.95437500000003	1.95437500000003					
42759:5	think	that's a lot of it too, is that people need --n4057c0 to teach their kids, what not to, what to do --n4057ff and what not to do --n40581e	i think that's a lot of it too, is that people need --n4057c0 to teach their kids, what not to, what to do --n4057ff and what not to do --n40581e.		i	sw2490_s171_2	sw2490_s171_503														
42788:5	think	it started in about nineteen seventy	i think it started in about nineteen seventy.		i	sw2490_s186_2	sw2490_s186_503														
42949:5	know	he is	i know he is.		i	sw2490_s280_2	sw2490_s280_503	0.20999999999998	1	0	0	125	7	9	1.59200000000004	1.59200000000004					
42958:56	know	that i could or would even grab it	but, boy if someone did break in, i don't, i don't know that i could or would even grab it.	conditional	i	sw2490_s287_20	sw2490_s287_518	0.139999999999986	1	0	0	131	5	14	2.89625000000007	3.03562500000004					
43034:12	think	we've	well, do you think we've,	question	you	sw2490_s333_5	sw2490_s333_504	0.190000000000055	1	0	0	151	4	5	0.906624999999963	0.906624999999963					
43037:20	think	that's about all i can	i, i think that's about all i can,		i	sw2490_s335_7	sw2490_s335_508														
43044:5	think	we are	i think we are.		i	sw2490_s339_2	sw2490_s339_503	0.220000000000027	1	0	0	153	3	5	0.983875000000012	0.983875000000012					
43193:5	think	it comes in a forty-pound bag	i think it comes in a forty-pound bag,		i	sw2492_s84_2	sw2492_s84_503	0.13262499999999	1	0	0	41	2	8	0.901375000000002	0.901375000000002					
43219:23	see	it's a problem in the yard	so i'll remember that if we see it's a problem in the yard.	conditional	we	sw2492_s103_8	sw2492_s103_509	0.219999999999999	1	0	0	61	9	16	2.72437500000001	2.72437500000001					
43225:8	think	we used dursban for the, we used dursban and diazinon and get out there and do what you do --n4039cd with that thing, you know, and spread it all out everywhere	i think we used dursban for the, we used dursban and diazinon and get out there and do what you do --n4039cd with that thing, you know, and spread it all out everywhere,		i	sw2492_s109_3	sw2492_s109_504	0.20999999999998	1	0	0	64	8	10	2.837875	2.837875					
43346:34	thought	--n4000d7 was fantastic	the latest movie i've seen --n4000c0 that i thought --n4000d7 was fantastic was dances with wolves.		i	sw2499_s4_11	sw2499_s4_515	0.11	1	0	0	1	12	21	5.002	5.270375	na	na	na	weak	plain
43349:5	knew	you were going --n400215 to say that	i knew you were going --n400215 to say that.		i	sw2499_s6_2	sw2499_s6_503	0.43	1	0	0	2	3	19	3.50325	3.50325	na	na	na	full	nuclear
43363:10	thought	it was fantastic	and i just thought it was fantastic.		i	sw2499_s15_4	sw2499_s15_504	0.140000000000001	1	0	0	6	14	19	3.12475	3.12475	na	na	na	none	none
43466:19	thought	--n40232d was crummy	i saw one i thought --n40232d was crummy.		i	sw2499_s80_6	sw2499_s80_510	0.240000000000009	1	0	0	24	5	29	6.44000000000001	6.44000000000001	na	na	na	none	none
43490:10	think	that was any good	i didn't think that was any good	negation	i	sw2499_s96_4	sw2499_s96_504	0.150000000000006	1	0	0	29	31	37	7.09	7.09	na	na	na	none	none
43576:18	think	that it was filmed --n40480f --n404816	somewhere in china somewhere i think that it was filmed --n40480f --n404816.		i	sw2499_s152_6	sw2499_s152_508	0.180000000000007	1	0	0	54	24	28	4.54374999999999	4.54374999999999	na	na	na	none	none
43624:26	forgotten	that it was christmas eve	and it was so good that i had forgotten that it was christmas eve.		i	sw2499_s181_9	sw2499_s181_510	0.54000000000002	3	0	0	61	3	11	1.92762499999998	1.92762499999998	na	na	na	full	nuclear
43666:5	thought	it was funny	i thought it was funny.		i	sw2499_s206_2	sw2499_s206_503	0.20999999999998	1	0	0	80	3	9	1.94	2.07999999999998	na	na	na	none	none
43844:5	remember	i went --n408bbd to see don quixote over there when it came out --n408bec	i remember i went --n408bbd to see don quixote over there when it came out --n408bec.		i	sw2499_s317_2	sw2499_s317_503	0.310000000000002	3	0	0	117	2	33	5.14999999999998	5.24000000000001	na	na	na	none	none
43849:49	think	i went to the movies one time	i, come --n408e06 to think of it, i don't think i went to the movies one time.	negation	i	sw2499_s321_17	sw2499_s321_518	0.240000000000009	1	0	0	117	13	21	4.13099999999997	4.13099999999997	na	na	na	none	none
43965:39	thought	that they were reading my mind	when she called me, the computer called me --n400147, i thought that they were reading my mind.		i	sw2501_s7_13	sw2501_s7_515	0.19275	1	0	0	3	14	22	3.62875	3.62875					
44147:25	think	we've been doing a pretty good job, you know, not, uh, not taking advantage of our, you know, of the financial dependence that most of the countries have --n400246 on us	i, uh, i think we've been doing a pretty good job, you know, not, uh, not taking advantage of our, you know, of the financial dependence that most of the countries have --n400246 on us, you know, uh,		i	sw2502_s5_9	sw2502_s5_509	0.18825	1	0	0	3	2	11	1.813	1.813					
44149:10	think	we've been doing too bad	i don't think we've been doing too bad.	negation	i	sw2502_s7_4	sw2502_s7_504	0.18	1	0	0	6	42	48	8.162375	8.552					
44152:17	think	that's	well, do you think that's, do you think that's right.	question	you	sw2502_s9_6	sw2502_s9_507	0.220000000000002	1	0	0	2	5	6	1.324125	1.324125					
44152:39	think	that's right	well, do you think that's, do you think that's right.	question	you	sw2502_s9_14	sw2502_s9_514	0.18	1	0	0	3	3	5	1.1225	1.1225					
44159:5	think	that if it wasn't for the united states government matching that the g-, the drug, uh, cartels or whatever would control most the central and latin america	i think that if it wasn't for the united states government matching that the g-, the drug, uh, cartels or whatever would control most the central and latin america.		i	sw2502_s13_2	sw2502_s13_503	0.241	1	0	0	11	18	35	6.520625	6.848375					
44196:25	think	the people in those country --n401c47 do want our help. the people that --n401c6e are under conditions that --n401c85 are, you know, not favorable to this their rights	i mean, you know, i think the people in those country --n401c47 do want our help. the people that --n401c6e are under conditions that --n401c85 are, you know, not favorable to this their rights.		i	sw2502_s37_8	sw2502_s37_511	0.200000000000003	1	0	0	31	8	24	4.58737500000001	4.58737500000001					
44240:5	think	that has a lot of things --n402cfc to did with, uh, um	i think that has a lot of things --n402cfc to did with, uh, um,		i	sw2502_s63_2	sw2502_s63_503	0.189999999999998	1	0	0	30	3	13	2.023	2.023					
44262:9	think	that we are to the degree that we are causing	or do you think that we are to the degree that we are causing.	question	you	sw2502_s76_4	sw2502_s76_503	0.219999999999999	1	0	0	58	15	18	3.56687500000001	3.66062500000001					
44269:5	think	we're getting quite a	i think we're getting quite a,		i	sw2502_s80_2	sw2502_s80_503	0.259999999999991	1	0	0	43	4	7	1.41	1.41					
44273:5	think	the people are, revolting themselves	i think the people are, revolting themselves,		i	sw2502_s84_2	sw2502_s84_503	0.189999999999998	1	0	0	45	9	20	3.65000000000001	3.65000000000001					
44301:5	think	people are just saying, no way, we don't want anywhere of this	i think people are just saying, no way, we don't want anywhere of this.		i	sw2502_s98_2	sw2502_s98_503	0.220000000000027	1	0	0	72	4	8	1.46250000000003	1.60250000000002					
44313:8	think	--n404539 a religion has a lot --n404558 to do with that	sometimes i think --n404539 a religion has a lot --n404558 to do with that.		i	sw2502_s105_3	sw2502_s105_504	0.300000000000011	1	0	0	78	16	30	5.59725000000003	5.59725000000003					
44315:7	think	the catholic religion itself was, was such a dominant factor, as far as keeping the people down, so to speak	and i think the catholic religion itself was, was such a dominant factor, as far as keeping the people down, so to speak,		i	sw2502_s107_3	sw2502_s107_503	0.20999999999998	1	0	0	81	3	4	1.01650000000001	1.01650000000001					
44333:149	think	--n40508c that keeps people in sort of line	i mean when you a religion that most of the people go to church and they don't understand when anything is being said --n40502c --n405033 yet they're, yet they're expected --n40505a to bow down to it --n405075, i think --n40508c that keeps people in sort of line, you know.		i	sw2502_s116_47	sw2502_s116_557	0.203374999999994	1	0	0	93	2	12	3.00312500000001	3.05312500000002					
44351:13	think	that there is	but i think that there is, just that, i think that it's just latin countries are slower in --n4056f3 coming around.		i	sw2502_s126_5	sw2502_s126_508	0.29000000000002	1	0	0	98	3	17	3.14600000000002	3.29599999999999					
44351:48	think	that it's just latin countries are slower in --n4056f3 coming around	but i think that there is, just that, i think that it's just latin countries are slower in --n4056f3 coming around.		i	sw2502_s126_17	sw2502_s126_519	0.170000000000016	1	0	0	98	10	17	3.14600000000002	3.29599999999999					
44360:38	think	--n405a30	uh, they still didn't understand it though, i don't think --n405a30,	negation	i	sw2502_s131_14	sw2502_s131_512	0.420000000000016	1	0	0.531125000000031	102	13	13	3.19549999999998	3.33862499999998					
44370:32	think	that has something --n405d8b to do with why latinos or, tend --n405dbe to be, you know, the mee-, the more meek --n405df5	so, um, i, i just think that has something --n405d8b to do with why latinos or, tend --n405dbe to be, you know, the mee-, the more meek --n405df5, you know,		i	sw2502_s137_12	sw2502_s137_510	0.270000000000039	1	0	0	108	4	19	4.05625000000003	4.35000000000002					
44375:43	think	--n406107	they're not really sure of what they are --n4060e8. i don't think --n406107.	negation	i	sw2502_s140_15	sw2502_s140_515	0.429749999999956	1	0	2.17787500000003	113	3	3	0.739999999999952	0.739999999999952					
44393:5	think	it has something --n40689b to do with the poverty level	i think it has something --n40689b to do with the poverty level because africa is certainly not a catholic, uh, country,		i	sw2502_s151_2	sw2502_s151_503	0.180000000000007	1	0	0	78	14	29	4.14262500000001	4.14262500000001					
44403:8	think	that they are pretty vocal about it in, in, uh, africa	because i think that they are pretty vocal about it in, in, uh, africa.		i	sw2502_s156_3	sw2502_s156_504	0.190000000000055	1	0	0	124	6	16	2.693625	2.693625					
44404:5	think	they've made a lot more chances	i think they've made a lot more chances.		i	sw2502_s157_2	sw2502_s157_503	0.180000000000007	1	0	0	126	2	9	1.880875	1.880875					
44409:13	think	they are --n406e9e	in south africa i think they are --n406e9e,		i	sw2502_s161_5	sw2502_s161_505	0.239750000000015	1	0	0	86	7	24	5.23325	5.542125					
44423:29	knowing	that, hey, up in other english colonies, or previous english colonies, everything is equal and yet down there it's not	or like you say, maybe communication of knowing that, hey, up in other english colonies, or previous english colonies, everything is equal and yet down there it's not,			sw2502_s169_10	sw2502_s169_512	0.452499999999986	2	0	0	89	13	20	4.00550000000004	4.31550000000004					
44426:15	think	communication does have a lot --n4074a9 to do with it, you know, in education, maybe	you know, i think communication does have a lot --n4074a9 to do with it, you know, in education, maybe.		i	sw2502_s170_5	sw2502_s170_507	0.175999999999988	1	0	0	93	2	15	2.07499999999999	2.07499999999999					
44432:9	think	it is communication	so, i think it is communication,		i	sw2502_s174_4	sw2502_s174_503	0.159999999999968	1	0	0	97	2	11	1.47050000000002	1.47050000000002					
44435:5	think	it maybe has to do with a lo-, a lot --n4077d4 to do with education	i think it maybe has to do with a lo-, a lot --n4077d4 to do with education		i	sw2502_s176_2	sw2502_s176_503	0.170000000000016	1	0	0	136	2	11	1.56700000000001	1.56700000000001					
44437:5	think	they tend --n407972 to be more educated, much more, educated than, than africa or the latin american countries	i think they tend --n407972 to be more educated, much more, educated than, than africa or the latin american countries.		i	sw2502_s178_2	sw2502_s178_503	0.160000000000025	1	0	0	140	2	3	0.486249999999984	0.486249999999984					
44451:10	know	that russia, they're, they're comparably more, better educated than we are, in our country	well, i know that russia, they're, they're comparably more, better educated than we are, in our country.		i	sw2502_s186_4	sw2502_s186_504	0.169999999999959	1	0	0	147	3	8	2.32612500000005	2.424125					
